"hgnc"	"model_organism"	"line"	"sex"	"change_percentage"	"p_value"	"sample"	"age_of_control_min"	"age_of_control_mean"	"age_of_control_max"	"age_of_experiment_min"	"age_of_experiment_mean"	"age_of_experiment_max"	"age_unit"	"change_type"	"control_cohort_size"	"experiment_cohort_size"	"statistical_method"	"expression_evaluation_by"	"measurement_method"	"comment"	"doi"	"pmid"
"FASTK"	"human"	"n/a"	"male"	"-12.3809%"	"0,0207"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FAXDC2"	"human"	"n/a"	"male"	"-20.0%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FEZ2"	"human"	"n/a"	"male"	"51.057%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray, qPCR"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FH"	"human"	"n/a"	"male"	"-15.1021%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FLOT1"	"human"	"n/a"	"male"	"-13.7001%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FLRT3"	"human"	"n/a"	"male"	"25.116%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FLVCR2"	"human"	"n/a"	"male"	"-16.0%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FOSL2"	"human"	"n/a"	"male"	"49.0%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FOSL2"	"human"	"n/a"	"male"	"40.0%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FOXJ3"	"human"	"n/a"	"male"	"18.3502%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FOXO1"	"human"	"n/a"	"male"	"67.8829%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FST"	"human"	"n/a"	"male"	"256.255%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray, qPCR"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FUBP3"	"human"	"n/a"	"male"	"36.7942%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"FXYD5"	"human"	"n/a"	"male"	"-17.4301%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"XRCC6"	"human"	"n/a"	"male"	"11.7307%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"G3BP2"	"human"	"n/a"	"male"	"27.491%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GADD45A"	"human"	"n/a"	"male"	"94.9831%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GADD45G"	"human"	"n/a"	"male"	"-45.2656%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray, qPCR"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GCN1"	"human"	"n/a"	"male"	"17.7574%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GDA"	"human"	"n/a"	"male"	"83.7721%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GET4"	"human"	"n/a"	"male"	"48.0%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GGA2"	"human"	"n/a"	"male"	"-19.5257%"	"0,00062"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GGA3"	"human"	"n/a"	"male"	"-16.5514%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GGT1"	"human"	"n/a"	"male"	"-21.9968%"	"0,00031"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GHR"	"human"	"n/a"	"male"	"20.9893%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GLG1"	"human"	"n/a"	"male"	"20.9362%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GLRX3"	"human"	"n/a"	"male"	"-15.2108%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GORASP2"	"human"	"n/a"	"male"	"14.1974%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GOT2"	"human"	"n/a"	"male"	"-20.0832%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GPC4"	"human"	"n/a"	"male"	"-22.1841%"	"0,00016"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GRHPR"	"human"	"n/a"	"male"	"-18.1507%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GRN"	"human"	"n/a"	"male"	"-14.6941%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GSN"	"human"	"n/a"	"male"	"32.6441%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GSR"	"human"	"n/a"	"male"	"-25.2446%"	"0,00062"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"YWHAB"	"human"	"n/a"	"male"	"13.6352%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"GYPC"	"human"	"n/a"	"male"	"-17.2512%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HSPB8"	"human"	"n/a"	"male"	"25.2001%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HDAC4"	"human"	"n/a"	"male"	"75.7409%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HGH1"	"human"	"n/a"	"male"	"-13.0%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HILPDA"	"human"	"n/a"	"male"	"-22.0028%"	"0,0207"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"H4C3"	"human"	"n/a"	"male"	"-25.1687%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HMGB1"	"human"	"n/a"	"male"	"28.1037%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HMGB1"	"human"	"n/a"	"male"	"22.4515%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HMGB2"	"human"	"n/a"	"male"	"38.8677%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HMGN2"	"human"	"n/a"	"male"	"25.6087%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HMGXB4"	"human"	"n/a"	"male"	"42.8321%"	"0,00016"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPA1"	"human"	"n/a"	"male"	"28.0577%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPA1"	"human"	"n/a"	"male"	"26.3809%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPD"	"human"	"n/a"	"male"	"25.1098%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPD"	"human"	"n/a"	"male"	"23.4547%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPD"	"human"	"n/a"	"male"	"9.9891%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPH2"	"human"	"n/a"	"male"	"28.7481%"	"0,00062"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPK"	"human"	"n/a"	"male"	"27.2872%"	"0,00031"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPM"	"human"	"n/a"	"male"	"20.263%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPR"	"human"	"n/a"	"male"	"21.1474%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPU"	"human"	"n/a"	"male"	"24.0358%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPC"	"human"	"n/a"	"male"	"24.7691%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPC"	"human"	"n/a"	"male"	"23.8869%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HNRNPC"	"human"	"n/a"	"male"	"17.3566%"	"0,0207"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HPN"	"human"	"n/a"	"male"	"56.0402%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HPRT1"	"human"	"n/a"	"male"	"24.5108%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"TRIOBP"	"human"	"n/a"	"male"	"20.2852%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HSF2"	"human"	"n/a"	"male"	"41.9925%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HTATSF1"	"human"	"n/a"	"male"	"23.2244%"	"0,00016"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"HYPK"	"human"	"n/a"	"male"	"20.9313%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"ICAM1"	"human"	"n/a"	"male"	"-22.5225%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"IGFBP6"	"human"	"n/a"	"male"	"42.2825%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"IL16"	"human"	"n/a"	"male"	"-15.1856%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"IL17RC"	"human"	"n/a"	"male"	"-15.7169%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"ILF2"	"human"	"n/a"	"male"	"11.3526%"	"0,0047"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"INPP5K"	"human"	"n/a"	"male"	"-14.0486%"	"0,00016"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"IP6K3"	"human"	"n/a"	"male"	"64.3326%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"JAK2"	"human"	"n/a"	"male"	"50.2101%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"KATNB1"	"human"	"n/a"	"male"	"-15.1154%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"KCNK17"	"human"	"n/a"	"male"	"-19.5062%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"KCNK4"	"human"	"n/a"	"male"	"-25.0004%"	"0,00016"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"KDM2A"	"human"	"n/a"	"male"	"23.018%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"KDM3B"	"human"	"n/a"	"male"	"25.0%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"KDM3B"	"human"	"n/a"	"male"	"14.0%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"KDM7A"	"human"	"n/a"	"male"	"35.0%"	"0,00031"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
